Ідентифікатор позиції товару,Назва,Імовірність отримати кліки,Мітка фіду,Мова,Статус товару,Канали,Назва проблеми,Більше інформації про проблему,Тип трафіку,Країна,Серйозність проблеми
79804,Золотые пусеты с бриллиантами груша «Вивиан»,З’являться незабаром,RU,ru,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Local Organic Lite,Україна,SEVERITY_DISAPPROVED
76789,Золота каблучка з діамантом коло «Емма»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads Discover Surface,Україна,SEVERITY_DISAPPROVED
76789,Золота каблучка з діамантом коло «Емма»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Оголошення в Покупках,Україна,SEVERITY_DISAPPROVED
76789,Золота каблучка з діамантом коло «Емма»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads,Україна,SEVERITY_DISAPPROVED
76789,Золота каблучка з діамантом коло «Емма»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,"Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_DISAPPROVED
76789,Золота каблучка з діамантом коло «Емма»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Video Ads,Україна,SEVERITY_DISAPPROVED
76789,Золота каблучка з діамантом коло «Емма»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Local Organic Lite,Україна,SEVERITY_DISAPPROVED
87229,Золотой браслет с бриллиантами круг 4 мм «Белла»,З’являться незабаром,RU,ru,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,"Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_DISAPPROVED
87229,Золотой браслет с бриллиантами круг 4 мм «Белла»,З’являться незабаром,RU,ru,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Оголошення в Покупках,Україна,SEVERITY_DISAPPROVED
87229,Золотой браслет с бриллиантами круг 4 мм «Белла»,З’являться незабаром,RU,ru,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads Discover Surface,Україна,SEVERITY_DISAPPROVED
87229,Золотой браслет с бриллиантами круг 4 мм «Белла»,З’являться незабаром,RU,ru,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads,Україна,SEVERITY_DISAPPROVED
87229,Золотой браслет с бриллиантами круг 4 мм «Белла»,З’являться незабаром,RU,ru,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Video Ads,Україна,SEVERITY_DISAPPROVED
87229,Золотой браслет с бриллиантами круг 4 мм «Белла»,З’являться незабаром,RU,ru,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Local Organic Lite,Україна,SEVERITY_DISAPPROVED
79753,Золоті пусети з діамантами груша «Вівіан»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Video Ads,Україна,SEVERITY_DISAPPROVED
79753,Золоті пусети з діамантами груша «Вівіан»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Оголошення в Покупках,Україна,SEVERITY_DISAPPROVED
79753,Золоті пусети з діамантами груша «Вівіан»,З’являться незабаром,UA,uk,NOT_ELIGIBLE_OR_DISAPPROVED,"ONLINE,LOCAL",Зображення не оброблено,Не потрібно нічого робити. Зображення [image_link] буде оброблено знову протягом 3 днів.,Discovery Ads,Україна,SEVERITY_DISAPPROVED
